0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0
0 30 7.74246e-33
0 31 1.06267e-30
0 32 6.97649e-29
0 33 2.91753e-27
0 34 8.73286e-26
0 35 1.99322e-24
0 36 3.60921e-23
0 37 5.32644e-22
0 38 6.53257e-21
0 39 6.75651e-20
0 40 5.9611e-19
0 41 4.52803e-18
0 42 2.98409e-17
0 43 1.71759e-16
0 44 8.6858e-16
0 45 3.88044e-15
0 46 1.53972e-14
0 47 5.45474e-14
0 48 1.73454e-13
0 49 4.97747e-13
0 50 1.29603e-12
0 51 3.07865e-12
0 52 6.7075e-12
0 53 1.34721e-11
0 54 2.50653e-11
0 55 4.33902e-11
0 56 7.01657e-11
0 57 1.06368e-10
0 58 1.51633e-10
0 59 2.03801e-10
0 60 2.58825e-10
0 61 3.11143e-10
0 62 3.54531e-10
0 63 3.8327e-10
0 64 3.93334e-10
0 65 3.8327e-10
0 66 3.54531e-10
0 67 3.11143e-10
0 68 2.58825e-10
0 69 2.03801e-10
0 70 1.51633e-10
0 71 1.06368e-10
0 72 7.01657e-11
0 73 4.33901e-11
0 74 2.50653e-11
0 75 1.34721e-11
0 76 6.7075e-12
0 77 3.07865e-12
0 78 1.29603e-12
0 79 4.97747e-13
0 80 1.73454e-13
0 81 5.45474e-14
0 82 1.53972e-14
0 83 3.88044e-15
0 84 8.6858e-16
0 85 1.71759e-16
0 86 2.98409e-17
0 87 4.52803e-18
0 88 5.9611e-19
0 89 6.75651e-20
0 90 6.53257e-21
0 91 5.32644e-22
0 92 3.60921e-23
0 93 1.99322e-24
0 94 8.73286e-26
0 95 2.91753e-27
0 96 6.97648e-29
0 97 1.06267e-30
0 98 7.74246e-33
0 99 0
0 100 0
0 101 0
0 102 0
0 103 0
0 104 0
0 105 0
0 106 0
0 107 0
0 108 0
0 109 0
0 110 0
0 111 0
0 112 0
0 113 0
0 114 0
0 115 0
0 116 0
0 117 0
0 118 0
0 119 0
0 120 0
0 121 0
0 122 0
0 123 0
0 124 0
0 125 0
0 126 0
0 127 0

1 0 0
1 1 0
1 2 0
1 3 0
1 4 0
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
1 12 0
1 13 0
1 14 0
1 15 0
1 16 0
1 17 0
1 18 0
1 19 0
1 20 0
1 21 0
1 22 0
1 23 0
1 24 0
1 25 0
1 26 0
1 27 0
1 28 0
1 29 7.07882e-33
1 30 1.00016e-30
1 31 6.76473e-29
1 32 2.91701e-27
1 33 9.0108e-26
1 34 2.12439e-24
1 35 3.97697e-23
1 36 6.07349e-22
1 37 7.71511e-21
1 38 8.27235e-20
1 39 7.57286e-19
1 40 5.97346e-18
1 41 4.09108e-17
1 42 2.4487e-16
1 43 1.28837e-15
1 44 5.99084e-15
1 45 2.47458e-14
1 46 9.12607e-14
1 47 3.02036e-13
1 48 9.01763e-13
1 49 2.44173e-12
1 50 6.0285e-12
1 51 1.36441e-11
1 52 2.84547e-11
1 53 5.49525e-11
1 54 9.87286e-11
1 55 1.65711e-10
1 56 2.60827e-10
1 57 3.86279e-10
1 58 5.3983e-10
1 59 7.1366e-10
1 60 8.9433e-10
1 61 1.06413e-09
1 62 1.20374e-09
1 63 1.29568e-09
1 64 1.32779e-09
1 65 1.29568e-09
1 66 1.20374e-09
1 67 1.06413e-09
1 68 8.9433e-10
1 69 7.1366e-10
1 70 5.3983e-10
1 71 3.86279e-10
1 72 2.60827e-10
1 73 1.65711e-10
1 74 9.87286e-11
1 75 5.49525e-11
1 76 2.84547e-11
1 77 1.3644e-11
1 78 6.0285e-12
1 79 2.44173e-12
1 80 9.01764e-13
1 81 3.02036e-13
1 82 9.12607e-14
1 83 2.47458e-14
1 84 5.99083e-15
1 85 1.28837e-15
1 86 2.4487e-16
1 87 4.09108e-17
1 88 5.97346e-18
1 89 7.57286e-19
1 90 8.27235e-20
1 91 7.71511e-21
1 92 6.07349e-22
1 93 3.97698e-23
1 94 2.12439e-24
1 95 9.0108e-26
1 96 2.91701e-27
1 97 6.76473e-29
1 98 1.00016e-30
1 99 7.07882e-33
1 100 0
1 101 0
1 102 0
1 103 0
1 104 0
1 105 0
1 106 0
1 107 0
1 108 0
1 109 0
1 110 0
1 111 0
1 112 0
1 113 0
1 114 0
1 115 0
1 116 0
1 117 0
1 118 0
1 119 0
1 120 0
1 121 0
1 122 0
1 123 0
1 124 0
1 125 0
1 126 0
1 127 0

2 0 0
2 1 0
2 2 0
2 3 0
2 4 0
2 5 0
2 6 0
2 7 0
2 8 0
2 9 0
2 10 0
2 11 0
2 12 0
2 13 0
2 14 0
2 15 0
2 16 0
2 17 0
2 18 0
2 19 0
2 20 0
2 21 0
2 22 0
2 23 0
2 24 0
2 25 0
2 26 0
2 27 0
2 28 1.23879e-32
2 29 1.80028e-30
2 30 1.25334e-28
2 31 5.56694e-27
2 32 1.77268e-25
2 33 4.31142e-24
2 34 8.33286e-23
2 35 1.31483e-21
2 36 1.72701e-20
2 37 1.91613e-19
2 38 1.81637e-18
2 39 1.48458e-17
2 40 1.05413e-16
2 41 6.54448e-16
2 42 3.57282e-15
2 43 1.72411e-14
2 44 7.39074e-14
2 45 2.82814e-13
2 46 9.70834e-13
2 47 3.0048e-12
2 48 8.42895e-12
2 49 2.15439e-11
2 50 5.0442e-11
2 51 1.08759e-10
2 52 2.17046e-10
2 53 4.02847e-10
2 54 6.98487e-10
2 55 1.13596e-09
2 56 1.73909e-09
2 57 2.51432e-09
2 58 3.4423e-09
2 59 4.47327e-09
2 60 5.52835e-09
2 61 6.50785e-09
2 62 7.30587e-09
2 63 7.82828e-09
2 64 8.01015e-09
2 65 7.82828e-09
2 66 7.30587e-09
2 67 6.50785e-09
2 68 5.52835e-09
2 69 4.47327e-09
2 70 3.4423e-09
2 71 2.51431e-09
2 72 1.73909e-09
2 73 1.13596e-09
2 74 6.98487e-10
2 75 4.02847e-10
2 76 2.17046e-10
2 77 1.08759e-10
2 78 5.0442e-11
2 79 2.15439e-11
2 80 8.42895e-12
2 81 3.0048e-12
2 82 9.70834e-13
2 83 2.82814e-13
2 84 7.39074e-14
2 85 1.72411e-14
2 86 3.57282e-15
2 87 6.54447e-16
2 88 1.05413e-16
2 89 1.48458e-17
2 90 1.81637e-18
2 91 1.91613e-19
2 92 1.72701e-20
2 93 1.31483e-21
2 94 8.33286e-23
2 95 4.31142e-24
2 96 1.77268e-25
2 97 5.56694e-27
2 98 1.25334e-28
2 99 1.80028e-30
2 100 1.23879e-32
2 101 0
2 102 0
2 103 0
2 104 0
2 105 0
2 106 0
2 107 0
2 108 0
2 109 0
2 110 0
2 111 0
2 112 0
2 113 0
2 114 0
2 115 0
2 116 0
2 117 0
2 118 0
2 119 0
2 120 0
2 121 0
2 122 0
2 123 0
2 124 0
2 125 0
2 126 0
2 127 0

3 0 0
3 1 0
3 2 0
3 3 0
3 4 0
3 5 0
3 6 0
3 7 0
3 8 0
3 9 0
3 10 0
3 11 0
3 12 0
3 13 0
3 14 0
3 15 0
3 16 0
3 17 0
3 18 0
3 19 0
3 20 0
3 21 0
3 22 0
3 23 0
3 24 0
3 25 0
